,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3,gender_label,total_attraction_score,match_ratio
1760,123,2.0,MALE,4,1,5,10,8,,4,5,116.0,0,-0.41,0,21.0,2.0,15.0,15.0,25.0,25.0,20.0,0.0,1,7.0,10.0,8.0,8.0,8.0,6.0,8.0,7.0,2.0,18.0,Biomedical Engineering,5.0,,,,4.0,3.0,5.0,Louisiana,"70,605","30,768.00",2.0,5.0,1.0,cardiologist,4.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,50.0,10.0,20.0,5.0,5.0,10.0,,,,,,,20.0,50.0,10.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,,,,,,0,6.0,5.0,5.0,4.0,4.0,6.0,4.0,2.0,2.0,0.0,,,,,,,,,,,,5.0,1.0,2.0,,,,,,,80.0,4.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,7.0,7.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,90.0,0.0
1761,123,2.0,MALE,4,1,5,10,2,,8,6,117.0,0,0.05,0,21.0,2.0,20.0,10.0,20.0,20.0,20.0,10.0,0,7.0,10.0,8.0,7.0,8.0,4.0,7.0,2.0,,18.0,Biomedical Engineering,5.0,,,,4.0,3.0,5.0,Louisiana,"70,605","30,768.00",2.0,5.0,1.0,cardiologist,4.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,50.0,10.0,20.0,5.0,5.0,10.0,,,,,,,20.0,50.0,10.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,,,,,,0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,2.0,2.0,0.0,,,,,,,,,,,,5.0,1.0,2.0,,,,,,,80.0,4.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,7.0,7.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,90.0,0.0
1762,123,2.0,MALE,4,1,5,10,5,,1,10,119.0,0,-0.33,0,19.0,3.0,50.0,15.0,10.0,10.0,10.0,5.0,1,,6.0,7.0,8.0,9.0,4.0,5.0,7.0,1.0,18.0,Biomedical Engineering,5.0,,,,4.0,3.0,5.0,Louisiana,"70,605","30,768.00",2.0,5.0,1.0,cardiologist,4.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,50.0,10.0,20.0,5.0,5.0,10.0,,,,,,,20.0,50.0,10.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,,,,,,0,6.0,4.0,5.0,6.0,7.0,7.0,5.0,2.0,2.0,0.0,,,,,,,,,,,,5.0,1.0,2.0,,,,,,,80.0,4.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,7.0,7.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,90.0,0.0
1763,123,2.0,MALE,4,1,5,10,3,,9,11,120.0,0,-0.31,0,20.0,3.0,10.0,10.0,35.0,35.0,8.0,2.0,0,5.0,8.0,6.0,2.0,2.0,2.0,4.0,6.0,2.0,18.0,Biomedical Engineering,5.0,,,,4.0,3.0,5.0,Louisiana,"70,605","30,768.00",2.0,5.0,1.0,cardiologist,4.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,50.0,10.0,20.0,5.0,5.0,10.0,,,,,,,20.0,50.0,10.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,,,,,,0,9.0,6.0,8.0,5.0,7.0,4.0,5.0,8.0,1.0,0.0,,,,,,,,,,,,5.0,1.0,2.0,,,,,,,80.0,4.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,7.0,7.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,90.0,0.0
1764,123,2.0,MALE,4,1,5,10,10,,6,12,121.0,0,-0.28,0,21.0,2.0,35.0,15.0,5.0,30.0,15.0,0.0,1,9.0,10.0,7.0,5.0,10.0,9.0,9.0,1.0,2.0,18.0,Biomedical Engineering,5.0,,,,4.0,3.0,5.0,Louisiana,"70,605","30,768.00",2.0,5.0,1.0,cardiologist,4.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,50.0,10.0,20.0,5.0,5.0,10.0,,,,,,,20.0,50.0,10.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,,,,,,0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,0.0,,,,,,,,,,,,5.0,1.0,2.0,,,,,,,80.0,4.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,7.0,7.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,90.0,0.0
1765,123,2.0,MALE,4,1,5,10,4,,10,7,,0,-0.29,0,,,,,,,,,0,,,,,,,,,,18.0,Biomedical Engineering,5.0,,,,4.0,3.0,5.0,Louisiana,"70,605","30,768.00",2.0,5.0,1.0,cardiologist,4.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,50.0,10.0,20.0,5.0,5.0,10.0,,,,,,,20.0,50.0,10.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,,,,,,0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,2.0,0.0,,,,,,,,,,,,5.0,1.0,2.0,,,,,,,80.0,4.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,7.0,7.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,90.0,0.0
1776,125,4.0,MALE,8,1,5,10,6,,10,1,112.0,1,0.34,0,20.0,6.0,15.0,15.0,20.0,25.0,10.0,15.0,1,7.0,7.0,8.0,8.0,7.0,8.0,8.0,5.0,2.0,21.0,Art History/medicine,4.0,,,,2.0,3.0,1.0,Staten Island,"10,306","45,360.00",1.0,3.0,1.0,pediatrics,4.0,3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,6.0,4.0,20.0,15.0,20.0,15.0,12.0,18.0,,,,,,,25.0,10.0,15.0,15.0,15.0,20.0,9.0,6.0,10.0,9.0,10.0,,,,,,1,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,2.0,6.0,,,,,,,,,,,,7.0,3.0,2.0,,,,,,,20.0,10.0,25.0,15.0,10.0,20.0,,,,,,,,,,,,,9.0,7.0,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,82.0,0.7
1777,125,4.0,MALE,8,1,5,10,9,,3,2,113.0,1,0.76,1,21.0,2.0,15.0,15.0,25.0,25.0,15.0,5.0,1,10.0,9.0,10.0,10.0,10.0,7.0,9.0,2.0,1.0,21.0,Art History/medicine,4.0,,,,2.0,3.0,1.0,Staten Island,"10,306","45,360.00",1.0,3.0,1.0,pediatrics,4.0,3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,6.0,4.0,20.0,15.0,20.0,15.0,12.0,18.0,,,,,,,25.0,10.0,15.0,15.0,15.0,20.0,9.0,6.0,10.0,9.0,10.0,,,,,,1,8.0,8.0,7.0,7.0,7.0,6.0,7.0,5.0,1.0,6.0,,,,,,,,,,,,7.0,3.0,2.0,,,,,,,20.0,10.0,25.0,15.0,10.0,20.0,,,,,,,,,,,,,9.0,7.0,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,82.0,0.7
1778,125,4.0,MALE,8,1,5,10,7,,1,3,114.0,0,-0.1,0,20.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,0,7.0,5.0,5.0,6.0,5.0,3.0,5.0,4.0,1.0,21.0,Art History/medicine,4.0,,,,2.0,3.0,1.0,Staten Island,"10,306","45,360.00",1.0,3.0,1.0,pediatrics,4.0,3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,6.0,4.0,20.0,15.0,20.0,15.0,12.0,18.0,,,,,,,25.0,10.0,15.0,15.0,15.0,20.0,9.0,6.0,10.0,9.0,10.0,,,,,,0,5.0,8.0,8.0,6.0,7.0,5.0,5.0,7.0,1.0,6.0,,,,,,,,,,,,7.0,3.0,2.0,,,,,,,20.0,10.0,25.0,15.0,10.0,20.0,,,,,,,,,,,,,9.0,7.0,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,82.0,0.7
1779,125,4.0,MALE,8,1,5,10,1,,5,4,115.0,1,0.71,1,21.0,2.0,20.0,10.0,30.0,20.0,15.0,5.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,21.0,Art History/medicine,4.0,,,,2.0,3.0,1.0,Staten Island,"10,306","45,360.00",1.0,3.0,1.0,pediatrics,4.0,3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,6.0,4.0,20.0,15.0,20.0,15.0,12.0,18.0,,,,,,,25.0,10.0,15.0,15.0,15.0,20.0,9.0,6.0,10.0,9.0,10.0,,,,,,1,10.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,1.0,6.0,,,,,,,,,,,,7.0,3.0,2.0,,,,,,,20.0,10.0,25.0,15.0,10.0,20.0,,,,,,,,,,,,,9.0,7.0,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,82.0,0.7
1780,125,4.0,MALE,8,1,5,10,8,,2,5,116.0,1,0.62,1,21.0,2.0,15.0,15.0,25.0,25.0,20.0,0.0,1,10.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,1.0,21.0,Art History/medicine,4.0,,,,2.0,3.0,1.0,Staten Island,"10,306","45,360.00",1.0,3.0,1.0,pediatrics,4.0,3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,6.0,4.0,20.0,15.0,20.0,15.0,12.0,18.0,,,,,,,25.0,10.0,15.0,15.0,15.0,20.0,9.0,6.0,10.0,9.0,10.0,,,,,,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,6.0,,,,,,,,,,,,7.0,3.0,2.0,,,,,,,20.0,10.0,25.0,15.0,10.0,20.0,,,,,,,,,,,,,9.0,7.0,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,82.0,0.7
1781,125,4.0,MALE,8,1,5,10,2,,6,6,117.0,1,0.47,1,21.0,2.0,20.0,10.0,20.0,20.0,20.0,10.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,21.0,Art History/medicine,4.0,,,,2.0,3.0,1.0,Staten Island,"10,306","45,360.00",1.0,3.0,1.0,pediatrics,4.0,3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,6.0,4.0,20.0,15.0,20.0,15.0,12.0,18.0,,,,,,,25.0,10.0,15.0,15.0,15.0,20.0,9.0,6.0,10.0,9.0,10.0,,,,,,1,10.0,5.0,6.0,10.0,10.0,10.0,10.0,9.0,1.0,6.0,,,,,,,,,,,,7.0,3.0,2.0,,,,,,,20.0,10.0,25.0,15.0,10.0,20.0,,,,,,,,,,,,,9.0,7.0,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,82.0,0.7
1782,125,4.0,MALE,8,1,5,10,5,,9,10,119.0,1,0.77,0,19.0,3.0,50.0,15.0,10.0,10.0,10.0,5.0,1,6.0,8.0,8.0,9.0,8.0,6.0,7.0,8.0,,21.0,Art History/medicine,4.0,,,,2.0,3.0,1.0,Staten Island,"10,306","45,360.00",1.0,3.0,1.0,pediatrics,4.0,3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,6.0,4.0,20.0,15.0,20.0,15.0,12.0,18.0,,,,,,,25.0,10.0,15.0,15.0,15.0,20.0,9.0,6.0,10.0,9.0,10.0,,,,,,1,8.0,8.0,6.0,6.0,6.0,7.0,7.0,8.0,2.0,6.0,,,,,,,,,,,,7.0,3.0,2.0,,,,,,,20.0,10.0,25.0,15.0,10.0,20.0,,,,,,,,,,,,,9.0,7.0,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,82.0,0.7
1783,125,4.0,MALE,8,1,5,10,3,,7,11,120.0,1,0.53,0,20.0,3.0,10.0,10.0,35.0,35.0,8.0,2.0,1,6.0,8.0,8.0,6.0,8.0,5.0,5.0,7.0,2.0,21.0,Art History/medicine,4.0,,,,2.0,3.0,1.0,Staten Island,"10,306","45,360.00",1.0,3.0,1.0,pediatrics,4.0,3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,6.0,4.0,20.0,15.0,20.0,15.0,12.0,18.0,,,,,,,25.0,10.0,15.0,15.0,15.0,20.0,9.0,6.0,10.0,9.0,10.0,,,,,,1,9.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,2.0,6.0,,,,,,,,,,,,7.0,3.0,2.0,,,,,,,20.0,10.0,25.0,15.0,10.0,20.0,,,,,,,,,,,,,9.0,7.0,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,82.0,0.7
1784,125,4.0,MALE,8,1,5,10,10,,4,12,121.0,0,0.72,1,21.0,2.0,35.0,15.0,5.0,30.0,15.0,0.0,1,6.0,10.0,10.0,8.0,8.0,4.0,8.0,1.0,2.0,21.0,Art History/medicine,4.0,,,,2.0,3.0,1.0,Staten Island,"10,306","45,360.00",1.0,3.0,1.0,pediatrics,4.0,3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,6.0,4.0,20.0,15.0,20.0,15.0,12.0,18.0,,,,,,,25.0,10.0,15.0,15.0,15.0,20.0,9.0,6.0,10.0,9.0,10.0,,,,,,0,4.0,6.0,6.0,5.0,4.0,2.0,3.0,5.0,2.0,6.0,,,,,,,,,,,,7.0,3.0,2.0,,,,,,,20.0,10.0,25.0,15.0,10.0,20.0,,,,,,,,,,,,,9.0,7.0,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,82.0,0.7
1785,125,4.0,MALE,8,1,5,10,4,,8,7,,0,0.15,0,,,,,,,,,0,,,,,,,,,,21.0,Art History/medicine,4.0,,,,2.0,3.0,1.0,Staten Island,"10,306","45,360.00",1.0,3.0,1.0,pediatrics,4.0,3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,6.0,4.0,20.0,15.0,20.0,15.0,12.0,18.0,,,,,,,25.0,10.0,15.0,15.0,15.0,20.0,9.0,6.0,10.0,9.0,10.0,,,,,,0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,4.0,2.0,6.0,,,,,,,,,,,,7.0,3.0,2.0,,,,,,,20.0,10.0,25.0,15.0,10.0,20.0,,,,,,,,,,,,,9.0,7.0,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,82.0,0.7
1786,126,5.0,MALE,10,1,5,10,6,,3,1,112.0,1,0.3,0,20.0,6.0,15.0,15.0,20.0,25.0,10.0,15.0,1,5.0,7.0,9.0,6.0,8.0,7.0,8.0,5.0,2.0,22.0,philosophy,7.0,,,,2.0,7.0,5.0,"New York, NY","10,021","55,080.00",4.0,6.0,3.0,medicine,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,6.0,5.0,25.0,40.0,15.0,10.0,5.0,5.0,,,,,,,20.0,20.0,15.0,20.0,15.0,10.0,9.0,10.0,9.0,9.0,9.0,,,,,,1,7.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,2.0,1.0,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,20.0,20.0,20.0,30.0,0.0,10.0,,,,,,,,,,,,,8.0,10.0,9.0,9.0,9.0,,,,,,2.0,2.0,1.0,,1.0,20.0,25.0,15.0,15.0,10.0,15.0,,,,,,,,,,,,,,,,,,,9.0,10.0,9.0,10.0,9.0,,,,,,MALE,95.0,0.2
1787,126,5.0,MALE,10,1,5,10,9,,6,2,113.0,1,0.44,1,21.0,2.0,15.0,15.0,25.0,25.0,15.0,5.0,1,6.0,9.0,8.0,7.0,7.0,6.0,7.0,7.0,2.0,22.0,philosophy,7.0,,,,2.0,7.0,5.0,"New York, NY","10,021","55,080.00",4.0,6.0,3.0,medicine,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,6.0,5.0,25.0,40.0,15.0,10.0,5.0,5.0,,,,,,,20.0,20.0,15.0,20.0,15.0,10.0,9.0,10.0,9.0,9.0,9.0,,,,,,1,6.0,8.0,9.0,9.0,8.0,6.0,7.0,8.0,2.0,1.0,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,20.0,20.0,20.0,30.0,0.0,10.0,,,,,,,,,,,,,8.0,10.0,9.0,9.0,9.0,,,,,,2.0,2.0,1.0,,1.0,20.0,25.0,15.0,15.0,10.0,15.0,,,,,,,,,,,,,,,,,,,9.0,10.0,9.0,10.0,9.0,,,,,,MALE,95.0,0.2
1788,126,5.0,MALE,10,1,5,10,7,,4,3,114.0,0,0.6,0,20.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,0,5.0,6.0,5.0,5.0,5.0,7.0,6.0,5.0,2.0,22.0,philosophy,7.0,,,,2.0,7.0,5.0,"New York, NY","10,021","55,080.00",4.0,6.0,3.0,medicine,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,6.0,5.0,25.0,40.0,15.0,10.0,5.0,5.0,,,,,,,20.0,20.0,15.0,20.0,15.0,10.0,9.0,10.0,9.0,9.0,9.0,,,,,,0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,2.0,1.0,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,20.0,20.0,20.0,30.0,0.0,10.0,,,,,,,,,,,,,8.0,10.0,9.0,9.0,9.0,,,,,,2.0,2.0,1.0,,1.0,20.0,25.0,15.0,15.0,10.0,15.0,,,,,,,,,,,,,,,,,,,9.0,10.0,9.0,10.0,9.0,,,,,,MALE,95.0,0.2
1789,126,5.0,MALE,10,1,5,10,1,,8,4,115.0,0,0.4,1,21.0,2.0,20.0,10.0,30.0,20.0,15.0,5.0,0,6.0,10.0,10.0,8.0,10.0,6.0,8.0,8.0,2.0,22.0,philosophy,7.0,,,,2.0,7.0,5.0,"New York, NY","10,021","55,080.00",4.0,6.0,3.0,medicine,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,6.0,5.0,25.0,40.0,15.0,10.0,5.0,5.0,,,,,,,20.0,20.0,15.0,20.0,15.0,10.0,9.0,10.0,9.0,9.0,9.0,,,,,,0,5.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,2.0,1.0,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,20.0,20.0,20.0,30.0,0.0,10.0,,,,,,,,,,,,,8.0,10.0,9.0,9.0,9.0,,,,,,2.0,2.0,1.0,,1.0,20.0,25.0,15.0,15.0,10.0,15.0,,,,,,,,,,,,,,,,,,,9.0,10.0,9.0,10.0,9.0,,,,,,MALE,95.0,0.2
1790,126,5.0,MALE,10,1,5,10,8,,5,5,116.0,0,0.33,1,21.0,2.0,15.0,15.0,25.0,25.0,20.0,0.0,0,6.0,9.0,10.0,7.0,9.0,4.0,7.0,6.0,1.0,22.0,philosophy,7.0,,,,2.0,7.0,5.0,"New York, NY","10,021","55,080.00",4.0,6.0,3.0,medicine,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,6.0,5.0,25.0,40.0,15.0,10.0,5.0,5.0,,,,,,,20.0,20.0,15.0,20.0,15.0,10.0,9.0,10.0,9.0,9.0,9.0,,,,,,0,7.0,6.0,8.0,9.0,7.0,7.0,7.0,3.0,1.0,1.0,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,20.0,20.0,20.0,30.0,0.0,10.0,,,,,,,,,,,,,8.0,10.0,9.0,9.0,9.0,,,,,,2.0,2.0,1.0,,1.0,20.0,25.0,15.0,15.0,10.0,15.0,,,,,,,,,,,,,,,,,,,9.0,10.0,9.0,10.0,9.0,,,,,,MALE,95.0,0.2
1791,126,5.0,MALE,10,1,5,10,2,,9,6,117.0,0,0.3,1,21.0,2.0,20.0,10.0,20.0,20.0,20.0,10.0,0,6.0,10.0,9.0,7.0,8.0,6.0,7.0,4.0,1.0,22.0,philosophy,7.0,,,,2.0,7.0,5.0,"New York, NY","10,021","55,080.00",4.0,6.0,3.0,medicine,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,6.0,5.0,25.0,40.0,15.0,10.0,5.0,5.0,,,,,,,20.0,20.0,15.0,20.0,15.0,10.0,9.0,10.0,9.0,9.0,9.0,,,,,,0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,3.0,2.0,1.0,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,20.0,20.0,20.0,30.0,0.0,10.0,,,,,,,,,,,,,8.0,10.0,9.0,9.0,9.0,,,,,,2.0,2.0,1.0,,1.0,20.0,25.0,15.0,15.0,10.0,15.0,,,,,,,,,,,,,,,,,,,9.0,10.0,9.0,10.0,9.0,,,,,,MALE,95.0,0.2
1792,126,5.0,MALE,10,1,5,10,5,,2,10,119.0,0,0.47,0,19.0,3.0,50.0,15.0,10.0,10.0,10.0,5.0,0,5.0,4.0,8.0,7.0,6.0,,4.0,7.0,,22.0,philosophy,7.0,,,,2.0,7.0,5.0,"New York, NY","10,021","55,080.00",4.0,6.0,3.0,medicine,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,6.0,5.0,25.0,40.0,15.0,10.0,5.0,5.0,,,,,,,20.0,20.0,15.0,20.0,15.0,10.0,9.0,10.0,9.0,9.0,9.0,,,,,,1,6.0,9.0,8.0,9.0,7.0,7.0,7.0,7.0,2.0,1.0,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,20.0,20.0,20.0,30.0,0.0,10.0,,,,,,,,,,,,,8.0,10.0,9.0,9.0,9.0,,,,,,2.0,2.0,1.0,,1.0,20.0,25.0,15.0,15.0,10.0,15.0,,,,,,,,,,,,,,,,,,,9.0,10.0,9.0,10.0,9.0,,,,,,MALE,95.0,0.2
1793,126,5.0,MALE,10,1,5,10,3,,10,11,120.0,0,0.69,0,20.0,3.0,10.0,10.0,35.0,35.0,8.0,2.0,0,8.0,10.0,8.0,7.0,8.0,6.0,7.0,8.0,2.0,22.0,philosophy,7.0,,,,2.0,7.0,5.0,"New York, NY","10,021","55,080.00",4.0,6.0,3.0,medicine,4.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,6.0,5.0,25.0,40.0,15.0,10.0,5.0,5.0,,,,,,,20.0,20.0,15.0,20.0,15.0,10.0,9.0,10.0,9.0,9.0,9.0,,,,,,1,7.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,2.0,1.0,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,20.0,20.0,20.0,30.0,0.0,10.0,,,,,,,,,,,,,8.0,10.0,9.0,9.0,9.0,,,,,,2.0,2.0,1.0,,1.0,20.0,25.0,15.0,15.0,10.0,15.0,,,,,,,,,,,,,,,,,,,9.0,10.0,9.0,10.0,9.0,,,,,,MALE,95.0,0.2
